mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__bootstrap,param_clf__class_weight,param_clf__max_depth,param_clf__max_features,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,Antibiotic,Model,param_clf__C,param_clf__l1_ratio,param_clf__max_iter,param_clf__penalty,param_clf__solver
2.630705785751343,0.03271558565726754,0.172097110748291,0.007326960375874438,True,balanced,10.0,log2,5.0,13.0,929.0,"{'clf__bootstrap': True, 'clf__class_weight': 'balanced', 'clf__max_depth': 10, 'clf__max_features': 'log2', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 13, 'clf__n_estimators': 929}",0.9170212765957447,0.9450354609929077,0.8984929078014185,0.9636524822695035,0.8721739130434782,0.9192752081406106,0.03252214415056196,96,imipenem,Random Forest,,,,,
2.190526580810547,0.020815811047960372,0.16792645454406738,0.010288681398701541,False,balanced_subsample,15.0,0.3,8.0,18.0,966.0,"{'clf__bootstrap': False, 'clf__class_weight': 'balanced_subsample', 'clf__max_depth': 15, 'clf__max_features': 0.3, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 18, 'clf__n_estimators': 966}",0.9587234042553191,0.9565602836879433,0.963209219858156,0.9849290780141844,0.9469565217391305,0.9620757015109467,0.012600071500329553,38,imipenem,Random Forest,,,,,
2.751566696166992,0.019969555972360047,0.22693047523498536,0.008764037799640932,False,balanced_subsample,20.0,0.5,2.0,7.0,1181.0,"{'clf__bootstrap': False, 'clf__class_weight': 'balanced_subsample', 'clf__max_depth': 20, 'clf__max_features': 0.5, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 7, 'clf__n_estimators': 1181}",0.9595744680851064,0.9716312056737588,0.9756205673758865,0.9929078014184397,0.9443478260869564,0.9688163737280296,0.016240319343034215,3,imipenem,Random Forest,,,,,
1.603809690475464,0.028257362615083548,0.12257943153381348,0.01097854637575606,True,balanced,,sqrt,6.0,17.0,548.0,"{'clf__bootstrap': True, 'clf__class_weight': 'balanced', 'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 17, 'clf__n_estimators': 548}",0.9297872340425531,0.9414893617021276,0.9011524822695035,0.9698581560283689,0.8843478260869565,0.925327012025902,0.030092655193001885,88,imipenem,Random Forest,,,,,
3.0423159122467043,0.08367340290939046,0.12939977645874023,0.01498791098090053,True,balanced_subsample,15.0,0.3,4.0,4.0,710.0,"{'clf__bootstrap': True, 'clf__class_weight': 'balanced_subsample', 'clf__max_depth': 15, 'clf__max_features': 0.3, 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 4, 'clf__n_estimators': 710}",0.9595744680851065,0.9609929078014184,0.9667553191489362,0.9902482269503546,0.9452173913043479,0.9645576626580328,0.014672563437133228,17,imipenem,Random Forest,,,,,
3.5566474914550783,0.056713110321850856,0.1661357879638672,0.004554671595093707,True,balanced_subsample,15.0,sqrt,1.0,9.0,839.0,"{'clf__bootstrap': True, 'clf__class_weight': 'balanced_subsample', 'clf__max_depth': 15, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 9, 'clf__n_estimators': 839}",0.9646808510638298,0.9556737588652482,0.9720744680851063,0.9858156028368794,0.9252173913043479,0.9606924144310824,0.020299248938620968,43,imipenem,Random Forest,,,,,
1.4750406265258789,0.035409158530019094,0.07948865890502929,0.002148644889177777,True,balanced_subsample,,0.3,9.0,19.0,350.0,"{'clf__bootstrap': True, 'clf__class_weight': 'balanced_subsample', 'clf__max_depth': None, 'clf__max_features': 0.3, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 19, 'clf__n_estimators': 350}",0.9459574468085107,0.9512411347517731,0.93927304964539,0.976063829787234,0.9191304347826087,0.9463331791551033,0.018428106359765703,76,imipenem,Random Forest,,,,,
2.3431485176086424,0.05825692954468409,0.11294479370117187,0.010761886266946942,True,balanced_subsample,5.0,0.3,7.0,17.0,545.0,"{'clf__bootstrap': True, 'clf__class_weight': 'balanced_subsample', 'clf__max_depth': 5, 'clf__max_features': 0.3, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 17, 'clf__n_estimators': 545}",0.9459574468085106,0.949468085106383,0.9375,0.9813829787234042,0.9191304347826087,0.9466877890841813,0.020277292098651364,74,imipenem,Random Forest,,,,,
2.76571044921875,0.029563483921499413,0.196311616897583,0.01869410073852373,False,balanced,15.0,0.5,1.0,3.0,1096.0,"{'clf__bootstrap': False, 'clf__class_weight': 'balanced', 'clf__max_depth': 15, 'clf__max_features': 0.5, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 3, 'clf__n_estimators': 1096}",0.951063829787234,0.9574468085106382,0.9667553191489362,0.949468085106383,0.931304347826087,0.9512076780758557,0.011660577366327168,69,imipenem,Random Forest,,,,,
1.1183534145355225,0.016277087003774254,0.09349923133850098,0.006017032078923046,False,balanced_subsample,15.0,0.7,5.0,10.0,432.0,"{'clf__bootstrap': False, 'clf__class_weight': 'balanced_subsample', 'clf__max_depth': 15, 'clf__max_features': 0.7, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 10, 'clf__n_estimators': 432}",0.9587234042553192,0.9565602836879432,0.9711879432624114,0.9902482269503546,0.94,0.9633439716312058,0.016719305737585663,30,imipenem,Random Forest,,,,,
3.514262294769287,0.03704441288095662,0.1910566806793213,0.008582251332874455,True,balanced,10.0,0.5,8.0,2.0,1119.0,"{'clf__bootstrap': True, 'clf__class_weight': 'balanced', 'clf__max_depth': 10, 'clf__max_features': 0.5, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 2, 'clf__n_estimators': 1119}",0.9536170212765958,0.9512411347517731,0.9561170212765957,0.9804964539007093,0.9347826086956522,0.9552508479802653,0.014668243819586441,64,imipenem,Random Forest,,,,,
2.5597691535949707,0.058458617717928034,0.18902344703674318,0.012425708241738019,False,balanced,,0.5,6.0,9.0,1051.0,"{'clf__bootstrap': False, 'clf__class_weight': 'balanced', 'clf__max_depth': None, 'clf__max_features': 0.5, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 9, 'clf__n_estimators': 1051}",0.965531914893617,0.9565602836879433,0.9729609929078015,0.9884751773049645,0.9478260869565217,0.9662708911501696,0.013948767473197685,9,imipenem,Random Forest,,,,,
2.4508951187133787,0.034553275858826754,0.1946258068084717,0.012196922206240364,False,balanced,30.0,sqrt,3.0,19.0,1095.0,"{'clf__bootstrap': False, 'clf__class_weight': 'balanced', 'clf__max_depth': 30, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 19, 'clf__n_estimators': 1095}",0.9493617021276596,0.9645390070921986,0.962322695035461,0.9875886524822695,0.917391304347826,0.9562406722170831,0.023000621049447296,63,imipenem,Random Forest,,,,,
